2009h21a,koudo,am1,問1,イ,
2009h21a,koudo,am1,問2,ウ,
2009h21a,koudo,am1,問3,イ,
2009h21a,koudo,am1,問4,イ,
2009h21a,koudo,am1,問5,ア,
2009h21a,koudo,am1,問6,エ,
2009h21a,koudo,am1,問7,ウ,
2009h21a,koudo,am1,問8,ウ,
2009h21a,koudo,am1,問9,ウ,
2009h21a,koudo,am1,問10,ア,
2009h21a,koudo,am1,問11,イ,
2009h21a,koudo,am1,問12,イ,
2009h21a,koudo,am1,問13,ア,
2009h21a,koudo,am1,問14,イ,
2009h21a,koudo,am1,問15,エ,
2009h21a,koudo,am1,問16,ア,
2009h21a,koudo,am1,問17,ウ,
2009h21a,koudo,am1,問18,エ,
2009h21a,koudo,am1,問20,イ,
2009h21a,koudo,am1,問21,エ,
2009h21a,koudo,am1,問22,イ,
2009h21a,koudo,am1,問23,ア,
2009h21a,koudo,am1,問24,ウ,
2009h21a,koudo,am1,問25,ウ,
2009h21a,koudo,am1,問26,ウ,
2009h21a,koudo,am1,問27,ウ,
2009h21a,koudo,am1,問28,ウ,
2009h21a,koudo,am1,問29,エ,
2009h21a,koudo,am1,問30,エ,
