2010h22h,koudo,am1,問1,イ,
2010h22h,koudo,am1,問2,ア,
2010h22h,koudo,am1,問3,ア,
2010h22h,koudo,am1,問4,エ,
2010h22h,koudo,am1,問5,ウ,
2010h22h,koudo,am1,問6,エ,
2010h22h,koudo,am1,問7,ア,
2010h22h,koudo,am1,問8,エ,
2010h22h,koudo,am1,問9,エ,
2010h22h,koudo,am1,問10,イ,
2010h22h,koudo,am1,問11,エ,
2010h22h,koudo,am1,問12,ウ,
2010h22h,koudo,am1,問13,エ,
2010h22h,koudo,am1,問14,イ,
2010h22h,koudo,am1,問15,ア,
2010h22h,koudo,am1,問16,ウ,
2010h22h,koudo,am1,問17,ア,
2010h22h,koudo,am1,問18,イ,
2010h22h,koudo,am1,問19,ウ,
2010h22h,koudo,am1,問20,ウ,
2010h22h,koudo,am1,問21,ア,
2010h22h,koudo,am1,問22,ウ,
2010h22h,koudo,am1,問23,ア,
2010h22h,koudo,am1,問24,エ,
2010h22h,koudo,am1,問25,エ,
2010h22h,koudo,am1,問26,ア,
2010h22h,koudo,am1,問27,イ,
2010h22h,koudo,am1,問28,エ,
2010h22h,koudo,am1,問29,イ,
2010h22h,koudo,am1,問30,エ,
